"Standard name","Hermes probability"
"S000000916",0.005
"S000000917",0
"S000000918",0.125
"S000000919",0.28
"S000000920",0
"S000000921",0
"S000000922",0.015
"S000000923",0.03
"S000000924",0.12
"S000000925",0.07
"S000000926",0
"S000000927",0.96
"S000000928",0.965
"S000000929",0.89
"S000000930",0
"S000000931",0.005
"S000000932",0
"S000000933",0
"S000000934",0.01
"S000000935",0.9
"S000000936",0.08
"S000000938",0.89
"S000000939",0.005
"S000000941",0.06
"S000000942",0
"S000000943",0.13
"S000000944",0
"S000000945",0
"S000000946",0.005
"S000000947",0.02
"S000000948",0.72
"S000000949",0.71
"S000000950",0.965
"S000000951",0
"S000000952",0.145
"S000000953",0.36
"S000000954",0.015
"S000000955",0.08
"S000000956",0.31
"S000000957",0.215
"S000000958",0
"S000000959",0.005
"S000000960",0.005
"S000000961",0.845
"S000000963",0
"S000000964",0
"S000000965",0
"S000000966",0
"S000000967",0.835
"S000000968",0
"S000000969",0.01
"S000000970",0.925
"S000000971",0
"S000000972",0
"S000000973",0.91
"S000000974",0.85
"S000000975",0
"S000000976",0
"S000000977",0
"S000028625",0.405
"S000000978",0
"S000000979",0
"S000000980",0
"S000000981",0
"S000000982",0
"S000028437",0
"S000000984",0
"S000000985",0.005
"S000000986",0
"S000000987",0
"S000000988",0
"S000000989",0
"S000028764",0
"S000001827",0.295
"S000001839",0
"S000001840",0
"S000001841",0
"S000001842",0
"S000001843",0
"S000001844",0.005
"S000001845",0.005
"S000001846",0.015
"S000001847",0
"S000001848",0
"S000001849",0.835
"S000001850",0
"S000001852",0.01
"S000028547",0.065
"S000001853",0
"S000001854",0
"S000001855",0.895
"S000001856",0.93
"S000001857",0.89
"S000001858",0.45
"S000001859",0.9
"S000006436",0
"S000001860",0
"S000001861",0.035
"S000001863",0
"S000001864",0
"S000001865",0.825
"S000001866",0
"S000001867",0
"S000001868",0
"S000001869",0.005
"S000001870",0.945
"S000001871",0.025
"S000001872",0.995
"S000001873",0
"S000001874",0.06
"S000001876",0.01
"S000002965",0.83
"S000001877",1
"S000001878",0.015
"S000001880",0.005
"S000001881",0
"S000001882",0.08
"S000001883",0.01
"S000001955",0.415
"S000001884",0.24
"S000001885",0.98
"S000001886",0.94
"S000001887",0.005
"S000001889",0.955
"S000001890",0.005
"S000001891",0
"S000001894",0.955
"S000001895",0
"S000001897",0
"S000001898",0.655
"S000001899",0.985
"S000001900",0.925
"S000001901",0.895
"S000001902",0
"S000001903",0
"S000001904",0.03
"S000001905",0
"S000001906",0.325
"S000001907",0.03
"S000001908",0.005
"S000007606",0.255
"S000001909",0
"S000001910",0
"S000001911",0
"S000001912",0
"S000001913",0.01
"S000001914",0
"S000001915",0.615
"S000001916",0
"S000001917",0
"S000001918",0
"S000001919",0
"S000002968",0
"S000001921",0
"S000001922",0
"S000001923",0.955
"S000001924",0.765
"S000001925",0.96
"S000001926",0
"S000001927",0.975
"S000002104",0
"S000001928",0.015
"S000006437",0
"S000028630",0.005
"S000001929",0
"S000001930",0
"S000001931",0.035
"S000001932",0.005
"S000001933",0.9
"S000001934",0.3
"S000001935",0
"S000001936",0.065
"S000001937",0.185
"S000001938",0.94
"S000001939",0
"S000001940",0
"S000001941",0.005
"S000001942",0
"S000001943",0
"S000001944",0
"S000001945",0.195
"S000001946",0.96
"S000001947",0.13
"S000001948",0.945
"S000001949",0
"S000001952",0
"S000001953",0.35
"S000003232",0.005
"S000003231",0.9
"S000003228",0.12
"S000007607",0.065
"S000003227",0.31
"S000003226",0.005
"S000003225",0
"S000003224",0.925
"S000003223",0.005
"S000003222",0
"S000003221",0.285
"S000003220",0
"S000003219",0.18
"S000003218",0
"S000003217",0
"S000003216",0.85
"S000003215",0.345
"S000003214",0.965
"S000003213",0.3
"S000003212",0
"S000003211",0.03
"S000003210",0
"S000003209",0.7
"S000003207",0.965
"S000003206",0.005
"S000003205",0
"S000003204",0
"S000003203",0
"S000003202",0.865
"S000003201",0.205
"S000003200",0.005
"S000003199",0.065
"S000003198",0
"S000003197",0
"S000003196",0
"S000003194",0.015
"S000003195",0.065
"S000003193",1
"S000003192",0
"S000003191",0.14
"S000003190",0.02
"S000003189",0
"S000003188",0.005
"S000003187",0.795
"S000003184",0
"S000003183",0
"S000003181",0
"S000003180",0.265
"S000003179",0.005
"S000003178",0
"S000003177",0.005
"S000003176",0
"S000003175",0.97
"S000003174",0.935
"S000003173",0
"S000003172",0.015
"S000003171",0
"S000003170",0
"S000003169",0.97
"S000003168",0
"S000003166",0
"S000003165",0
"S000003164",0
"S000003163",0.005
"S000087160",0.04
"S000003162",0
"S000003161",0
"S000003160",0
"S000003159",0
"S000003158",0.135
"S000003157",0.625
"S000028635",0.525
"S000003155",0.02
"S000003154",0
"S000003153",0
"S000003152",0
"S000003151",0
"S000003149",0.005
"S000003148",0
"S000003147",0
"S000003146",0
"S000003144",0
"S000003143",0.065
"S000003142",0
"S000003141",0.01
"S000003140",0.9
"S000003139",0.76
"S000003138",0
"S000003137",0.945
"S000003136",0.335
"S000003135",0.335
"S000003134",0
"S000003132",0
"S000003131",0.005
"S000003130",0.005
"S000003129",0
"S000003128",0.01
"S000003127",0.075
"S000003126",0.005
"S000003125",0.005
"S000003124",0
"S000003123",0.95
"S000003122",0
"S000003121",0
"S000003119",0
"S000003118",0.765
"S000003116",0.655
"S000003115",0
"S000003114",0
"S000003113",0.805
"S000003112",0
"S000003111",0.185
"S000003110",0.99
"S000003109",0.04
"S000003108",0
"S000003107",0
"S000003106",0
"S000003105",0.98
"S000003104",0
"S000003102",0
"S000003101",0
"S000003099",0
"S000003098",0.965
"S000003097",0.41
"S000003096",0.755
"S000003095",0.165
"S000003094",0.005
"S000003093",0.005
"S000003092",0.06
"S000003091",0.99
"S000003090",0.355
"S000003089",0
"S000003088",0.975
"S000003087",0.25
"S000003085",0
"S000003084",0.93
"S000003083",0.055
"S000003082",0.005
"S000003081",0.58
"S000003080",0.97
"S000003079",0.945
"S000003078",0.005
"S000003076",0.09
"S000003075",0.72
"S000003074",0.85
"S000003073",0
"S000003072",0
"S000003071",0.955
"S000003069",0
"S000003068",0
"S000003067",0.765
"S000003066",0.92
"S000003065",0.94
"S000003064",0
"S000003063",0.775
"S000003062",0.005
"S000003061",0.915
"S000003060",0.84
"S000003059",0.93
"S000003058",0.135
"S000003057",0
"S000003055",0
"S000003054",0
"S000003053",0
"S000003052",0.345
"S000003051",0
"S000003050",0
"S000003049",0
"S000003048",0.135
"S000003047",0.005
"S000003046",0
"S000003045",0
"S000003043",0.905
"S000003041",0.85
"S000003039",0.915
"S000003038",0.07
"S000003036",0.72
"S000003035",0
"S000003034",0.075
"S000003033",0.95
"S000003032",0
"S000003031",0
"S000003030",0.025
"S000003029",0.2
"S000003028",0.16
"S000003027",0.005
"S000003026",0.78
"S000003025",0.005
"S000003024",0.005
"S000003023",0.96
"S000003022",0.015
"S000003018",0
"S000003017",0
"S000003016",0.875
"S000003015",0.85
"S000003013",0
"S000003012",0.89
"S000003011",0
"S000028548",0.515
"S000028826",0
"S000003008",0.945
"S000003007",0
"S000003006",0.29
"S000003005",0
"S000003004",0.025
"S000003003",0
"S000003001",0.005
"S000003000",0.03
"S000002999",0
"S000002998",0.68
"S000002997",0.92
"S000002996",0
"S000002995",0.005
"S000002994",0
"S000002993",0
"S000002991",0.005
"S000002990",0.85
"S000002989",0
"S000002988",0.195
"S000002987",0
"S000002986",0.88
"S000002985",0
"S000002984",0.025
"S000002983",0.02
"S000002982",0
"S000002981",0.005
"S000002980",0
"S000002979",0.97
"S000002978",0
"S000002977",0
"S000002976",0.985
"S000028632",0.61
"S000028769",0.015
"S000002974",0
"S000002973",0
"S000002972",0
"S000002971",0
"S000002970",0
"S000002969",0.955
"S000003233",0
"S000003234",0.81
"S000003235",0.005
"S000003236",0
"S000003237",0.94
"S000003238",0.565
"S000003239",0
"S000003240",0
"S000003241",1
"S000003242",0
"S000003244",0
"S000003245",0.74
"S000003246",0.04
"S000003247",0
"S000003248",0.005
"S000003249",0.005
"S000003250",0.02
"S000003251",0
"S000003252",0.965
"S000003253",0
"S000003255",0
"S000003256",0.97
"S000003258",0
"S000003259",0
"S000003260",0
"S000003261",0.975
"S000003262",0.565
"S000003263",0
"S000028636",0
"S000003264",0
"S000003265",0
"S000003266",0.005
"S000003267",0.08
"S000028827",0.01
"S000003268",0.66
"S000003269",0.245
"S000003270",0
"S000003272",0
"S000003273",0
"S000003274",0
"S000003275",0
"S000003276",0.01
"S000003278",0.39
"S000003279",0.935
"S000003280",0.985
"S000003281",0
"S000003282",0.005
"S000003284",0
"S000003285",0.01
"S000003286",0
"S000003287",0
"S000003288",0
"S000003289",0.17
"S000003290",0
"S000003291",0
"S000003292",0.93
"S000003293",0
"S000003294",0
"S000003295",0
"S000003297",0.935
"S000003298",0
"S000003299",0.005
"S000003300",0
"S000003302",0.005
"S000003303",0
"S000003304",0
"S000003306",0.75
"S000003307",0.935
"S000003308",0.3
"S000003309",0
"S000003310",0.02
"S000003311",0
"S000003312",0
"S000003313",0.005
"S000003314",0.43
"S000003315",0.975
"S000003316",0
"S000003318",0
"S000003319",0
"S000003320",0.005
"S000003321",0.065
"S000003322",0.965
"S000003323",0.93
"S000003324",0.17
"S000003325",0
"S000003326",0.995
"S000003327",0.975
"S000003328",0
"S000003329",0
"S000003330",0.95
"S000003331",0.975
"S000003332",0.05
"S000003333",0
"S000003334",0.375
"S000003335",0.96
"S000003336",0.76
"S000003337",0.89
"S000003338",0
"S000003340",0
"S000003341",0
"S000003342",0
"S000003343",0
"S000003344",0
"S000003345",0.665
"S000003348",0.825
"S000003349",0
"S000003350",0
"S000003351",0.985
"S000003352",0.555
"S000003353",0
"S000028550",0
"S000003354",0.005
"S000003355",0
"S000003356",0
"S000003357",0
"S000003358",0
"S000003359",0.005
"S000003360",0.88
"S000003361",0
"S000003362",0.005
"S000003363",0
"S000003364",0
"S000003365",0
"S000003366",0
"S000003367",0.005
"S000003368",0
"S000003372",0.81
"S000003373",0
"S000003374",0.365
"S000003375",0
"S000003376",0.005
"S000003377",0.85
"S000003378",0
"S000028638",0
"S000003379",0
"S000003380",0.005
"S000003381",0.005
"S000003382",0.1
"S000003384",0
"S000003385",0
"S000003386",0
"S000003387",0
"S000003388",0.52
"S000003389",0
"S000003390",0.965
"S000003391",0.055
"S000003393",0
"S000029726",0.115
"S000003394",0.165
"S000003395",0.025
"S000003397",0.405
"S000003398",0.055
"S000003399",0.325
"S000003400",0
"S000003401",0
"S000028521",0.08
"S000003402",0
"S000003403",0.595
"S000003404",0.775
"S000003405",0.01
"S000003406",0.035
"S000028639",0.205
"S000003407",0.945
"S000003409",0
"S000003410",0
"S000003411",0.65
"S000003412",0.015
"S000003413",0
"S000003415",0
"S000003416",0.005
"S000003417",0.855
"S000003418",0.99
"S000003419",0
"S000003420",0.19
"S000003421",0
"S000003423",0.985
"S000003424",0
"S000003425",0
"S000003426",0
"S000003427",0.955
"S000003428",0.005
"S000003429",0
"S000003430",0.985
"S000003431",0
"S000003432",0.015
"S000003433",0
"S000003434",0
"S000003435",0
"S000003436",0
"S000028640",0.26
"S000003437",0
"S000003438",0.895
"S000003439",0.005
"S000003440",0
"S000003441",0
"S000003442",0
"S000003443",0.875
"S000003444",0
"S000003445",0
"S000003446",0.005
"S000003447",0.23
"S000003448",0.765
"S000003449",0.025
"S000003450",0.945
"S000003452",0.47
"S000003453",0
"S000003454",0.01
"S000003455",0
"S000003456",0
"S000003457",0
"S000003459",0
"S000003461",0.005
"S000003462",0.555
"S000003463",0
"S000003464",0
"S000003465",0.02
"S000003466",0
"S000003467",0.64
"S000003468",0.005
"S000003469",0.005
"S000003470",0
"S000003471",0
"S000003472",0.835
"S000028551",0
"S000003473",0
"S000003475",0
"S000003476",0
"S000003477",0.935
"S000003478",0.965
"S000003479",0.005
"S000003480",0.035
"S000003481",0
"S000003482",0
"S000003483",0.87
"S000003484",0.515
"S000003485",0.925
"S000003486",0
"S000003487",0
"S000003488",0
"S000003489",0.055
"S000003490",0
"S000003492",0.005
"S000003493",0.005
"S000003494",0.63
"S000003495",0
"S000003496",0.945
"S000003498",0
"S000003499",0.935
"S000003500",0
"S000003502",0
"S000003503",0
"S000007608",0.85
"S000003505",0.315
"S000003506",0.88
"S000003507",0.01
"S000003508",0
"S000003509",0.995
"S000003510",0.64
"S000003511",0
"S000003512",0.66
"S000003513",0.005
"S000003514",0
"S000003515",0
"S000003516",0
"S000003517",0.03
"S000003518",0
"S000003519",0
"S000003520",0.005
"S000003521",0
"S000028829",0.465
"S000001040",0.05
"S000001039",0.005
"S000001038",0.415
"S000001036",0
"S000001035",0.08
"S000001034",0
"S000001032",0
"S000001031",0
"S000001030",0.125
"S000001028",0
"S000001027",0
"S000001026",0
"S000001025",0
"S000001024",0
"S000001023",0.275
"S000001022",0.005
"S000001021",0.01
"S000001020",0.005
"S000001019",0
"S000001018",0
"S000001017",0.475
"S000001016",0
"S000001015",0.365
"S000001014",0
"S000001013",0
"S000001012",0
"S000001011",0
"S000001010",0
"S000001009",0
"S000001008",0
"S000028828",0.16
"S000001007",0.92
"S000001006",0
"S000001005",0
"S000001004",0
"S000001003",0.935
"S000001002",0
"S000001001",0.14
"S000001000",0
"S000000999",0
"S000000998",0.005
"S000000996",0.885
"S000000995",0
"S000000994",0
"S000000993",0
"S000001043",0
"S000003529",0.005
"S000001044",0
"S000001045",0
"S000001046",0
"S000001047",0.29
"S000003530",0.665
"S000001048",0
"S000001049",0.985
"S000028830",0.015
"S000001050",0
"S000001051",0
"S000001052",0.38
"S000001053",0.115
"S000001054",0.23
"S000001055",0.01
"S000001056",0.005
"S000001057",0
"S000001058",0
"S000001059",0
"S000001060",0
"S000001061",0.95
"S000001062",0.93
"S000001063",0.36
"S000003531",0
"S000001064",0
"S000028645",0.16
"S000001065",0.43
"S000001066",0.865
"S000001067",0.95
"S000001068",0.875
"S000001069",0.975
"S000001070",0
"S000001071",0.01
"S000001072",0
"S000001073",0
"S000001074",0
"S000001075",0
"S000001076",0
"S000001077",0
"S000001078",0.745
"S000001079",0
"S000001080",0.025
"S000001081",0
"S000002100",0.73
"S000001082",0.085
"S000001083",0.6
"S000001084",0.61
"S000001085",0
"S000001086",0
"S000001087",0.005
"S000001088",0.125
"S000001089",0
"S000001090",0.005
"S000001091",0
"S000001092",0
"S000028832",0.425
"S000001093",0.05
"S000001094",0.87
"S000001099",0
"S000001100",0.58
"S000001101",0.92
"S000001102",0.73
"S000001103",0
"S000001104",0.965
"S000001105",0
"S000001106",0
"S000001107",0.985
"S000001108",0
"S000001109",0
"S000001110",0.98
"S000001111",0.945
"S000001112",0.22
"S000001113",0.015
"S000001114",0.705
"S000007455",0.87
"S000001115",0
"S000001116",0.955
"S000001117",0
"S000001118",0
"S000001119",0
"S000001120",0
"S000001121",0.005
"S000001957",0
"S000001122",0
"S000001123",0.1
"S000001124",0
"S000001125",0.96
"S000001126",0
"S000001127",0.885
"S000001128",0
"S000028552",0
"S000001129",0
"S000001130",0.95
"S000001131",0.3
"S000001132",0.11
"S000001133",0.02
"S000001134",0.03
"S000001136",0
"S000001138",0
"S000001139",0
"S000001140",0.095
"S000001141",0.575
"S000001142",0
"S000001143",0.775
"S000001144",0.67
"S000001145",0.005
"S000001146",0
"S000001147",0
"S000001148",0
"S000001149",0.965
"S000001150",0
"S000001151",0.005
"S000001152",0.005
"S000001153",0
"S000001154",0
"S000001155",0
"S000001156",0
"S000001157",0
"S000001158",0.025
"S000001159",0
"S000001160",0.97
"S000001161",0.05
"S000001162",0
"S000001163",0.015
"S000001164",0.825
"S000001165",0
"S000001166",0
"S000001168",0.045
"S000001169",0
"S000001170",0.98
"S000001171",0.46
"S000001173",0
"S000001174",0
"S000007496",0.1
"S000001175",0
"S000001176",0
"S000001177",0
"S000001178",0.03
"S000001179",0.025
"S000001180",0.02
"S000001181",0
"S000001182",0
"S000001183",0.705
"S000001184",0.005
"S000001186",0
"S000001185",0.99
"S000001187",0.26
"S000001189",0.005
"S000001190",0.37
"S000001191",0.99
"S000001192",0
"S000001193",0
"S000001194",0
"S000001195",0.005
"S000001196",0.085
"S000001197",0.005
"S000001198",0
"S000001199",0
"S000001200",0.005
"S000001201",0
"S000001202",0
"S000001203",0.07
"S000001204",0
"S000001205",0.01
"S000001206",0
"S000001207",0.985
"S000001208",0.97
"S000001209",0.89
"S000001210",0
"S000001211",0.005
"S000001212",0.965
"S000001213",0.9
"S000001214",0
"S000001215",0.845
"S000001216",0
"S000001217",0
"S000001218",0.005
"S000028553",0.735
"S000001219",0
"S000001220",0
"S000001221",0
"S000001222",0.015
"S000001224",0
"S000001225",0
"S000001226",0.01
"S000001227",0
"S000001228",0
"S000001229",0.935
"S000001230",0
"S000001231",0.955
"S000001232",0.06
"S000001233",0.875
"S000001234",0
"S000001235",0
"S000001236",0
"S000001237",0.005
"S000001238",0
"S000001239",0.7
"S000001240",0.925
"S000001241",0
"S000001242",0
"S000029704",0.125
"S000001243",0.01
"S000001244",0
"S000001245",0
"S000001246",0
"S000001247",0
"S000001248",0.99
"S000001249",0
"S000001250",0
"S000001251",0
"S000001252",0.01
"S000001253",0
"S000001254",0.055
"S000001259",0
"S000001431",0.01
"S000001428",0
"S000001427",0.04
"S000001426",0
"S000001425",0
"S000001424",0
"S000001423",0.015
"S000001422",0
"S000001421",0
"S000001420",0
"S000001419",0.035
"S000028511",0
"S000001418",0.01
"S000001417",0
"S000001416",0.02
"S000001415",0
"S000001414",0
"S000001413",0.02
"S000001412",0.95
"S000001411",0.005
"S000001410",0.16
"S000001409",0.97
"S000001408",0
"S000001407",0.06
"S000001406",0.94
"S000001405",0.97
"S000001404",0.98
"S000001402",0
"S000001401",0
"S000001400",0.77
"S000001399",0
"S000001398",0.005
"S000001397",0
"S000028556",0.01
"S000001396",0
"S000001395",0
"S000001394",0
"S000001393",0
"S000001392",0
"S000001391",0.88
"S000001390",0.565
"S000001389",0.03
"S000001388",0.94
"S000001387",0
"S000001386",0
"S000001385",0
"S000001384",0.015
"S000001383",0
"S000001382",0
"S000001381",0
"S000001380",0.925
"S000001379",0
"S000001378",0
"S000001377",0.98
"S000001376",0
"S000001375",0
"S000001374",0
"S000001373",0
"S000001372",0
"S000001371",0.945
"S000001370",0
"S000001369",0
"S000001368",0.815
"S000001367",0.01
"S000028657",0.215
"S000001366",0.94
"S000001365",0
"S000113587",0.475
"S000001364",0.23
"S000001363",0
"S000001361",0
"S000001360",0
"S000001359",0
"S000001358",0.005
"S000001357",0
"S000001356",0
"S000001355",0.02
"S000001354",0
"S000001353",0.885
"S000001352",0.215
"S000001351",0.01
"S000001350",0
"S000001349",0
"S000001347",0
"S000001346",0.635
"S000001345",0.915
"S000001341",0
"S000001340",0.95
"S000001339",0
"S000001338",0.995
"S000001337",0.94
"S000001336",0
"S000001335",0.005
"S000001334",0
"S000001333",0
"S000001332",0
"S000001331",0
"S000001330",0.925
"S000001329",0
"S000001328",0
"S000001327",0.04
"S000001326",0
"S000001325",0.035
"S000001324",0.835
"S000001323",0.845
"S000001319",0
"S000001318",0
"S000001317",0
"S000001316",0.02
"S000001315",0
"S000001314",0.62
"S000001313",0.65
"S000001312",0.015
"S000001311",0.005
"S000001310",0.64
"S000001309",0
"S000028836",0.015
"S000001308",0.89
"S000001307",0
"S000001306",0.005
"S000001305",0
"S000001304",0
"S000001303",0
"S000001302",0
"S000001301",0.005
"S000001300",0
"S000001299",0
"S000001298",0
"S000001297",0
"S000001296",0
"S000001295",0.935
"S000001293",0.54
"S000001292",0.005
"S000001291",0.02
"S000001289",0.225
"S000001288",0.88
"S000001286",0.45
"S000001285",0
"S000001284",0.91
"S000001283",0.885
"S000001282",0
"S000001281",0.87
"S000001280",0.62
"S000001279",0
"S000001278",0.005
"S000001277",0
"S000003536",0.04
"S000001276",0
"S000001275",0
"S000001273",0
"S000001272",0.015
"S000006432",0.01
"S000001271",0
"S000001270",0.04
"S000001269",0
"S000001268",0.005
"S000001267",0
"S000001266",0.85
"S000001265",0.725
"S000028835",0.005
"S000001264",0
"S000001263",0
"S000001440",0
"S000001441",0
"S000001442",0
"S000001443",0
"S000001444",0
"S000001445",0.125
"S000001446",0
"S000001447",0.96
"S000001448",0.95
"S000001449",0.78
"S000001450",0.835
"S000001451",0.99
"S000001452",0
"S000001453",0
"S000001454",0.76
"S000001455",0
"S000001456",0
"S000001457",0
"S000028837",0.045
"S000001459",0.845
"S000001460",0.015
"S000028838",0.315
"S000001461",0.995
"S000001462",0.005
"S000001463",0.285
"S000001464",0.005
"S000001465",0.125
"S000001466",0
"S000001467",0
"S000001468",0.005
"S000001469",0.01
"S000001470",0
"S000001471",0
"S000001472",0.12
"S000001473",0
"S000001474",0
"S000001475",0
"S000001476",0.03
"S000001477",0
"S000001478",0
"S000001481",0.01
"S000003754",0
"S000003753",0.005
"S000003752",0.015
"S000003750",0
"S000003749",0
"S000003748",0
"S000003746",0
"S000003745",0.22
"S000003744",0
"S000003743",0.005
"S000003741",0
"S000003742",0.035
"S000003740",0.82
"S000003739",0.985
"S000003737",0
"S000003736",0.005
"S000003734",0.015
"S000003733",0
"S000003732",0
"S000003730",0.93
"S000003729",0.015
"S000003728",0
"S000003727",0
"S000003726",0
"S000003725",0.28
"S000003723",0
"S000003722",0
"S000003721",0
"S000003720",0.425
"S000003719",0.05
"S000003717",0
"S000003716",0.415
"S000003715",0.025
"S000003714",0
"S000003713",0.005
"S000003712",0.835
"S000003710",0.965
"S000003709",0.62
"S000003708",0
"S000003707",0
"S000003706",0.005
"S000003704",0
"S000003703",0.895
"S000003702",0.215
"S000003701",0
"S000003700",0
"S000003699",0
"S000003698",0
"S000003697",0
"S000003696",0.01
"S000003695",0.02
"S000003694",0.005
"S000003693",0
"S000003692",0.735
"S000003691",0
"S000003690",0.015
"S000003689",0
"S000003687",0
"S000003685",0
"S000003684",0
"S000003683",0.005
"S000003682",0.01
"S000003681",0
"S000003680",0.01
"S000003679",0.84
"S000003677",0
"S000003676",0.73
"S000003675",0.005
"S000003673",0.005
"S000028806",0.01
"S000003672",0.12
"S000003670",0
"S000028805",0
"S000003669",0
"S000003668",0
"S000003667",0.065
"S000003666",0
"S000003665",0.43
"S000003664",0.005
"S000028522",0.08
"S000003663",0.2
"S000003662",0
"S000003661",0.95
"S000003660",0.005
"S000003659",0.005
"S000003658",0.01
"S000003657",0.005
"S000003654",0
"S000003653",0
"S000003652",0
"S000003651",0
"S000003648",0.005
"S000003647",0.965
"S000003646",0
"S000003645",0.855
"S000003644",0
"S000003643",0.02
"S000003642",0
"S000003641",0
"S000003640",0.815
"S000003639",0
"S000003638",0.04
"S000003637",0
"S000003636",0
"S000003635",0
"S000003634",0.005
"S000003633",0.975
"S000003632",0.62
"S000003631",0.03
"S000003630",0.005
"S000003629",0
"S000003628",0
"S000003627",0.93
"S000003626",0.93
"S000003625",0.02
"S000003624",0
"S000003623",0.97
"S000003621",1
"S000003620",0
"S000003619",0
"S000003618",0
"S000003617",0.97
"S000003616",0.125
"S000003615",0
"S000003614",0.005
"S000028662",0.2
"S000003613",0
"S000028661",0.01
"S000003612",0.9
"S000003610",0.965
"S000003609",0.005
"S000003608",0.935
"S000003607",0.195
"S000003606",0
"S000003605",0.935
"S000003604",0
"S000003602",0
"S000003601",0
"S000003599",0.005
"S000007611",0.085
"S000003598",0
"S000003597",0.885
"S000003596",0
"S000003595",0
"S000003594",0
"S000003593",0
"S000003592",0.96
"S000003591",0.005
"S000003590",0.9
"S000003589",0.03
"S000007610",0.005
"S000003588",0
"S000003587",0.005
"S000003586",0.895
"S000003585",0.105
"S000003584",0
"S000028804",0.005
"S000003583",0
"S000003582",0.125
"S000003581",0
"S000003580",0
"S000003579",0
"S000003578",0.025
"S000003577",0.97
"S000003576",0.97
"S000003575",0.01
"S000003574",0.03
"S000003573",0.015
"S000003572",0.845
"S000003571",0.94
"S000003570",0.975
"S000003568",0.78
"S000003567",0.015
"S000003566",0.64
"S000003565",0
"S000003564",0.01
"S000003563",0.985
"S000003562",0.98
"S000003561",0.045
"S000003560",0
"S000003557",0.045
"S000003556",0.895
"S000003553",0
"S000003551",0.98
"S000003550",0
"S000003549",0
"S000003548",0.975
"S000003547",0.9
"S000003545",1
"S000003543",0.245
"S000003542",0.98
"S000003541",0
"S000003540",0.01
"S000003539",0.895
"S000003538",0.92
"S000003761",0
"S000003762",0.585
"S000003763",0
"S000003764",0
"S000003765",0
"S000028523",0.22
"S000003766",0.99
"S000003767",0.935
"S000003768",0
"S000003769",0
"S000003771",0
"S000003770",0.005
"S000003772",0.1
"S000003773",0
"S000003774",0.805
"S000003775",0
"S000003776",0
"S000003777",0.815
"S000003778",0.6
"S000003780",0.01
"S000003782",0
"S000003783",0.44
"S000003785",0
"S000003786",0.005
"S000003791",0
"S000003792",0
"S000003793",0.405
"S000003794",0
"S000003795",0.465
"S000003796",0
"S000003797",0.005
"S000003800",0
"S000003801",0
"S000003802",0.95
"S000003803",0.9
"S000003804",0
"S000003805",0.1
"S000003806",0.96
"S000003807",0.87
"S000003808",0.025
"S000003809",0
"S000003810",0
"S000003811",0
"S000003812",0
"S000003813",0
"S000003814",0
"S000003815",0.06
"S000003816",0.1
"S000003817",0.01
"S000003818",0.835
"S000003819",0
"S000003820",0.895
"S000003821",0
"S000003822",0
"S000003823",0
"S000003824",0.205
"S000003825",0.945
"S000003826",0.69
"S000003827",0.01
"S000003828",0.79
"S000003829",0.95
"S000003830",0
"S000003831",0
"S000003833",0.82
"S000003834",0.215
"S000003835",0
"S000003836",0
"S000003837",0.82
"S000003838",0
"S000003839",0
"S000003840",0
"S000003841",0
"S000003842",0.03
"S000003843",0
"S000003844",0
"S000003845",0
"S000003846",0.02
"S000003848",0
"S000003849",0.815
"S000003850",0.825
"S000003851",0
"S000003852",0
"S000003853",0.855
"S000003854",0
"S000003855",0
"S000003856",0
"S000003857",0
"S000003858",0.02
"S000003859",0
"S000003860",0
"S000003861",0
"S000003862",0.95
"S000003863",0.355
"S000003864",0
"S000003865",0.58
"S000003866",0.025
"S000003867",0.005
"S000003868",0
"S000003869",0
"S000003870",0
"S000003871",0
"S000003872",0.005
"S000003873",0.85
"S000028513",0.02
"S000003874",0.05
"S000003876",0.025
"S000003877",0
"S000003878",0
"S000003879",0.295
"S000003880",0
"S000003881",0
"S000003882",0.33
"S000003883",0.925
"S000003884",0.96
"S000003885",0.005
"S000003886",0
"S000003887",0
"S000003888",0
"S000003890",0
"S000003891",0
"S000003892",0
"S000003893",0.015
"S000003894",0
"S000003895",0.05
"S000003896",0
"S000007348",0.04
"S000003897",0.95
"S000003898",0
"S000003899",0.005
"S000003900",0.01
"S000003901",0
"S000003902",0.99
"S000003903",0
"S000003904",0
"S000003905",0.095
"S000003906",0
"S000003907",0
"S000003908",0
"S000003909",0
"S000003910",0.005
"S000003911",0.015
"S000028557",0.115
"S000003913",0
"S000003914",0.005
"S000003915",0
"S000003916",0.005
"S000001705",0.005
"S000001704",0
"S000001703",0
"S000001702",0.005
"S000001701",0
"S000001700",0
"S000001699",0.07
"S000001698",0
"S000001697",0.005
"S000001696",0.355
"S000001695",0.905
"S000001694",0
"S000001693",0.98
"S000001692",0
"S000001691",0.025
"S000001690",0.005
"S000001689",0
"S000001688",0
"S000001687",0.02
"S000001686",0.94
"S000001684",0
"S000001681",0.005
"S000001680",0
"S000001679",0.95
"S000001678",0.935
"S000001677",0.415
"S000001676",0.865
"S000001675",0.52
"S000001674",0.01
"S000001673",0.065
"S000001672",0.975
"S000001671",0
"S000001670",0
"S000001669",0.49
"S000001668",0
"S000001667",0
"S000028558",0.015
"S000001666",0
"S000001665",0.735
"S000001664",0.325
"S000001663",0.43
"S000001662",0
"S000001661",0
"S000001659",0
"S000001658",0
