"Standard name","Hermes probability"
"S000005338",0
"S000005339",0
"S000005340",0.005
"S000005341",0
"S000005342",0
"S000005343",0
"S000005344",0.085
"S000005345",0.005
"S000005346",0.015
"S000005347",0
"S000005349",0
"S000005350",0
"S000005351",0
"S000005352",0.01
"S000005353",0.005
"S000005354",0
"S000005355",0.01
"S000005357",0.005
"S000005358",0.035
"S000028706",0.295
"S000028709",0.44
"S000005525",0.055
"S000028580",0.275
"S000005524",0
"S000005523",0.01
"S000005522",0.01
"S000005521",0.05
"S000007627",0.28
"S000005519",0.005
"S000005518",0
"S000005515",0.005
"S000005514",0.01
"S000005512",0
"S000005511",0
"S000005509",0.955
"S000005508",0.42
"S000005507",0.005
"S000005506",0.965
"S000005505",0.77
"S000005504",0.845
"S000005503",0.93
"S000005502",0.86
"S000005501",0
"S000005500",0
"S000005499",0.96
"S000005498",0
"S000005497",0
"S000005496",0
"S000005495",0.93
"S000005493",0.98
"S000005492",0
"S000005491",0.37
"S000005490",0.965
"S000005489",0.095
"S000005488",0
"S000005487",0.85
"S000005486",0
"S000005485",0
"S000005484",0
"S000005483",1
"S000005482",0
"S000005481",0
"S000005480",0.885
"S000005479",0
"S000005477",0
"S000005476",0
"S000005475",0.02
"S000005474",0
"S000005473",0
"S000005472",0.005
"S000005471",0
"S000005470",0
"S000005469",0.045
"S000005468",0.695
"S000005467",0.005
"S000005465",0
"S000005464",0.005
"S000005463",0
"S000005462",0.925
"S000005461",0.005
"S000005460",0
"S000005458",0
"S000028854",0
"S000005457",0.92
"S000005456",0.005
"S000005455",0.005
"S000005454",0.945
"S000005453",0.335
"S000005452",0.005
"S000005451",0
"S000005450",0.005
"S000005449",0
"S000005448",0
"S000005447",0.005
"S000007626",0.005
"S000005446",0.39
"S000005444",0
"S000005443",0
"S000005442",0
"S000005441",0.185
"S000005440",0
"S000005438",0.305
"S000007339",0.01
"S000005437",0.84
"S000005436",0.02
"S000005435",0
"S000005434",0.025
"S000005433",0
"S000005432",0
"S000005431",0.035
"S000005430",0.98
"S000005429",0
"S000005428",0
"S000005427",0.86
"S000005426",0
"S000005425",0.005
"S000005424",0
"S000005423",0
"S000005422",0
"S000005421",0
"S000005420",0
"S000005419",0
"S000005418",0.1
"S000005417",0.005
"S000005416",0
"S000005415",0
"S000005414",0
"S000005413",0.01
"S000005412",0
"S000005411",0.93
"S000005409",0
"S000005408",0
"S000005407",0
"S000005405",0
"S000005404",0
"S000005403",0
"S000005402",0
"S000005401",0
"S000005400",0.83
"S000005399",0.01
"S000028812",0.055
"S000005398",0.84
"S000005396",0
"S000005394",0.785
"S000005393",0.245
"S000005392",0
"S000005391",0
"S000005390",0
"S000005389",0
"S000005388",0.005
"S000005387",0
"S000005386",0.015
"S000005385",0
"S000005384",0.15
"S000005383",0.02
"S000005382",0.78
"S000005381",0.96
"S000005380",0
"S000028707",0.005
"S000005379",0
"S000005378",0.185
"S000005377",0
"S000005376",0.005
"S000005375",0
"S000005374",0.005
"S000028811",0.005
"S000005373",0
"S000005372",0.27
"S000005371",0
"S000005370",0.96
"S000005369",0.145
"S000005368",0.07
"S000005367",0
"S000005366",0
"S000005365",1
"S000005364",0.695
"S000005363",0
"S000005362",0
"S000005361",0
"S000005527",0.005
"S000005528",0
"S000005529",0
"S000005530",0.92
"S000005531",0
"S000005532",0
"S000005533",0
"S000005534",0.825
"S000006431",0
"S000005535",0.035
"S000005536",0.045
"S000005537",0.005
"S000028581",0.085
"S000005538",0.005
"S000005540",0
"S000005542",0
"S000005543",0
"S000005544",0
"S000005545",0
"S000005546",0.99
"S000028526",0.03
"S000005547",0
"S000005548",0
"S000005549",0
"S000005551",0
"S000005552",0
"S000005553",0.005
"S000005554",0.005
"S000005556",0.065
"S000005558",0.005
"S000028710",0.005
"S000005559",0
"S000005560",0
"S000028856",0
"S000005561",0.22
"S000005562",0.75
"S000005563",0
"S000005564",0
"S000005565",0.005
"S000005566",0
"S000005568",0
"S000005569",0.24
"S000005570",0
"S000005571",0.01
"S000005572",0.975
"S000005573",0.025
"S000005574",0.97
"S000005575",0
"S000005577",0
"S000005578",0.005
"S000005580",0
"S000005582",0.96
"S000005583",0.945
"S000005584",0
"S000005585",0
"S000005586",0.21
"S000005587",0.03
"S000005588",0.005
"S000005589",0.985
"S000005590",0
"S000005591",0.07
"S000005592",0
"S000005593",0.11
"S000005595",0.15
"S000005594",0.9
"S000005596",0.065
"S000005597",0
"S000028516",0.01
"S000005599",0.12
"S000005600",0.685
"S000005601",0.975
"S000005602",0
"S000005603",0.88
"S000005604",0
"S000005605",0
"S000005606",0.01
"S000005607",0
"S000005609",0.035
"S000005610",0.06
"S000005611",0.02
"S000005612",0
"S000005613",0
"S000005615",0.91
"S000005616",0
"S000005617",0
"S000005618",0.01
"S000005619",0.015
"S000005620",0.005
"S000005621",0.935
"S000005622",0.18
"S000005623",0
"S000005624",0.08
"S000005625",0
"S000005626",0
"S000005627",0
"S000005629",0.95
"S000005630",0
"S000005631",0.31
"S000005632",0.925
"S000005633",0
"S000005634",0
"S000005635",0.015
"S000005636",0.64
"S000005637",0
"S000005638",0.005
"S000005639",0
"S000005640",0
"S000005641",0.005
"S000005642",0.915
"S000005643",0.985
"S000005644",0
"S000005645",0.99
"S000005646",0
"S000005648",0.73
"S000005649",0
"S000005650",0
"S000005651",0.07
"S000005652",0
"S000005653",0
"S000005654",0
"S000005655",0
"S000005656",0
"S000005657",0.005
"S000005658",0.005
"S000005660",0
"S000005662",0
"S000005663",0
"S000005664",0
"S000005666",0
"S000005667",0.04
"S000005668",0
"S000005669",0.9
"S000005670",0
"S000005671",0.915
"S000005673",0.36
"S000005674",0.745
"S000005675",0.965
"S000005676",0.81
"S000005677",0.94
"S000005678",0.02
"S000005679",0
"S000005680",0
"S000005681",0
"S000005682",0
"S000005683",0.865
"S000005684",0.165
"S000005685",0.94
"S000005686",0.995
"S000005687",0
"S000028712",0
"S000005688",0
"S000005689",0.01
"S000005690",0
"S000005691",0
"S000005692",0
"S000005693",0.075
"S000005694",0.99
"S000005697",0
"S000005698",0
"S000005699",0
"S000005700",0.715
"S000005701",0
"S000005702",0.745
"S000005703",0
"S000005704",0
"S000005705",0
"S000005706",0.305
"S000005707",0.105
"S000005708",0.12
"S000005709",0
"S000005710",0
"S000005711",0
"S000005712",0
"S000005713",0.05
"S000005714",0
"S000005715",0.075
"S000005716",0
"S000005717",0
"S000005718",0.005
"S000005719",0
"S000005720",0.875
"S000005721",0
"S000005722",0
"S000005723",0
"S000005724",0.31
"S000005727",0.005
"S000005728",0
"S000005730",0.87
"S000005731",0
"S000005732",0.98
"S000005733",0.965
"S000005734",0.02
"S000005735",0
"S000005736",0.975
"S000005737",0.8
"S000005738",0
"S000005739",0
"S000005740",0.03
"S000005741",0.025
"S000005742",0
"S000005743",0.8
"S000005745",0.005
"S000005746",0
"S000005747",0.06
"S000005748",0
"S000005749",0
"S000005750",0.99
"S000005752",0
"S000005753",0.025
"S000005754",0
"S000005755",0
"S000005756",0
"S000005757",0
"S000005758",0.955
"S000005759",0
"S000005760",0.005
"S000005762",0.945
"S000005763",0.01
"S000005764",0
"S000005765",0
"S000005767",0.025
"S000005768",0
"S000005769",0
"S000005770",0.995
"S000005771",0
"S000005772",0
"S000005773",0.005
"S000005775",0.88
"S000005776",0.945
"S000005777",0
"S000005778",0.575
"S000005779",0
"S000005780",0.805
"S000005781",0
"S000005782",0.905
"S000005783",0.985
"S000005784",0
"S000005785",0.96
"S000005786",0.91
"S000005787",0.865
"S000005788",0.97
"S000005790",0
"S000005791",0.105
"S000005792",0
"S000005793",0
"S000005794",0.005
"S000005795",0.025
"S000005796",0.005
"S000005797",0
"S000005798",0.995
"S000005799",0
"S000005800",0
"S000005801",0.01
"S000005802",0.005
"S000005804",0.915
"S000005805",0.01
"S000005806",0
"S000005807",0.82
"S000005809",0
"S000005810",0
"S000005811",0
"S000005812",0.125
"S000005813",0.96
"S000005814",0.02
"S000005815",0
"S000005816",0.84
"S000005817",0
"S000005818",0
"S000005819",0
"S000028858",0.005
"S000005820",0.94
"S000005821",0.02
"S000005822",0.015
"S000005823",0.615
"S000005824",0.005
"S000007253",0
"S000005825",0
"S000005827",0
"S000005828",0.15
"S000005829",0
"S000005831",0.01
"S000005830",0.025
"S000005832",0.085
"S000005833",0
"S000005834",0
"S000005835",0.005
"S000005837",0.865
"S000005838",0.165
"S000005839",0.24
"S000005840",0.03
"S000005842",0
"S000005843",0
"S000028584",0.005
"S000005844",0
"S000005846",0.88
"S000005847",0
"S000005848",0
"S000005849",0.33
"S000005850",0.585
"S000005851",0
"S000005853",0.895
"S000005854",0.005
"S000005855",0
"S000005856",0.875
"S000005857",0.015
"S000005859",0.595
"S000005861",0.02
"S000005862",0.9
"S000005863",0.745
"S000005864",0
"S000005865",0
"S000005866",0.005
"S000005867",0.82
"S000005868",0.985
"S000005869",0
"S000005871",0.015
"S000005873",0.015
"S000005874",0.015
"S000005875",0
"S000005876",0
"S000005877",0.245
"S000005878",0
"S000005879",0
"S000005880",0.885
"S000005881",0
"S000005882",0
"S000005883",0
"S000005884",0
"S000005885",0
"S000005886",0.02
"S000005887",0.92
"S000005888",0.98
"S000005889",0.6
"S000005890",0
"S000005892",0
"S000005894",0.015
"S000005895",0
"S000005896",0.295
"S000005897",0.9
"S000005898",0
"S000005899",0.85
"S000005900",0.87
"S000005901",0
"S000005902",0
"S000028586",0.225
"S000005904",0
"S000005905",0
"S000005907",0.005
"S000005908",0.02
"S000028587",0.35
"S000005909",0
"S000005910",0.01
"S000005911",0
"S000005912",0.01
"S000005913",0.055
"S000005914",0.01
"S000006199",0.255
"S000006195",0
"S000006193",0.005
"S000006192",0.445
"S000006191",0
"S000006190",0.01
"S000006189",0.845
"S000006188",0.005
"S000006187",0.87
"S000006186",0
"S000006185",0
"S000006184",0
"S000006183",0
"S000006181",0
"S000006180",0
"S000006179",0
"S000006178",0.005
"S000006177",0
"S000006176",0.87
"S000006175",0.29
"S000006174",0
"S000006173",0.875
"S000006171",0
"S000006438",0.69
"S000006170",0
"S000006169",0
"S000006168",0
"S000006167",0
"S000006166",0
"S000006165",0
"S000006164",0.545
"S000006163",0.85
"S000006162",0
"S000006161",0
"S000006160",0
"S000006158",0.98
"S000006157",0
"S000006156",0.96
"S000006155",0.735
"S000006154",0.82
"S000006153",0.015
"S000006152",0.885
"S000006151",0
"S000006150",0.105
"S000006149",0.975
"S000006148",0
"S000006147",0
"S000006146",0.045
"S000006145",0
"S000006144",0
"S000006143",0
"S000006142",0
"S000006140",0.005
"S000006139",0.94
"S000006138",0.97
"S000006137",0
"S000006136",0.125
"S000006135",0
"S000006134",0.395
"S000006133",0
"S000006132",0.98
"S000006131",0.73
"S000006130",0.84
"S000006129",0
"S000006128",0
"S000006127",0
"S000006125",0.805
"S000006124",0
"S000006123",0
"S000006122",0
"S000006121",0.54
"S000006120",0.045
"S000006117",0
"S000006116",0
"S000006115",0
"S000006114",0.02
"S000006113",0.055
"S000006112",0
"S000006111",0.93
"S000028527",0.06
"S000006110",0.005
"S000006109",0.01
"S000006108",0.005
"S000006107",0
"S000006105",0
"S000007224",0.28
"S000006104",0
"S000006102",0
"S000006101",0
"S000006100",0
"S000006099",0.015
"S000006098",0
"S000006097",0
"S000006096",0.985
"S000006095",0.195
"S000006094",0.725
"S000006093",0
"S000006092",0
"S000006091",0
"S000006090",0.59
"S000006089",0
"S000006088",0
"S000006087",0.045
"S000006086",0
"S000006085",0
"S000006084",0
"S000006083",0
"S000006082",0.015
"S000006081",0.985
"S000006080",0.05
"S000006079",0.01
"S000006078",0
"S000006077",0
"S000006076",0
"S000006075",0
"S000006074",0.43
"S000028721",0.64
"S000006073",0
"S000006072",0.95
"S000006071",0
"S000006070",0
"S000006069",0.055
"S000006068",0
"S000006067",0.85
"S000006066",0.005
"S000006065",0
"S000006064",0.84
"S000006062",0.005
"S000006061",0.04
"S000006060",0.12
"S000006059",0.025
"S000006058",0
"S000006056",0
"S000006055",0
"S000006054",0
"S000006053",0.045
"S000006052",0.88
"S000006051",0
"S000006050",0.285
"S000006049",0.925
"S000006048",0
"S000006047",0.945
"S000006046",0.01
"S000006045",0.68
"S000006044",0
"S000006043",0.865
"S000006042",0.91
"S000006041",0.11
"S000028859",0.085
"S000006040",0
"S000006039",0.41
"S000006038",0.93
"S000006037",0
"S000006036",0.015
"S000006034",0
"S000006033",0
"S000006032",0
"S000006031",0.005
"S000006030",0
"S000006029",0.015
"S000006028",0.005
"S000006027",0.18
"S000006026",0
"S000006025",0.005
"S000006024",0
"S000006022",0
"S000006021",0
"S000006020",0
"S000006019",0.08
"S000006018",0.06
"S000028423",0.72
"S000006017",0
"S000006016",0
"S000006015",1
"S000006014",0.89
"S000006013",0
"S000006012",0
"S000006010",0
"S000006009",0
"S000006008",0
"S000006007",0
"S000006006",0.61
"S000006005",0.235
"S000006004",0.965
"S000006003",0.915
"S000006002",0
"S000006000",0
"S000005999",0.23
"S000005998",0.005
"S000005997",0.855
"S000005996",0.81
"S000005995",0.01
"S000005993",0.065
"S000005992",0
"S000005991",0.015
"S000005990",0.6
"S000005989",0
"S000005988",0.005
"S000005987",0.005
"S000005986",0.455
"S000005985",0
"S000005984",0.935
"S000005982",0
"S000005981",0.035
"S000005980",0.195
"S000005979",0
"S000005978",0.29
"S000005977",0.005
"S000005976",0.015
"S000005975",0
"S000005974",0.01
"S000005973",0
"S000005972",0.07
"S000005971",0.975
"S000005970",0.005
"S000005969",0
"S000005968",0.025
"S000005967",0.005
"S000005966",0.875
"S000005964",0.97
"S000005963",0
"S000005962",0
"S000005961",0.385
"S000005960",0
"S000028588",0.095
"S000005959",0.01
"S000005958",0.005
"S000005957",0
"S000005955",0.115
"S000005954",0.035
"S000005953",0.005
"S000005952",0.305
"S000005951",0
"S000005950",0.08
"S000005949",0.985
"S000005948",0.085
"S000005947",0
"S000005945",0.585
"S000005944",0
"S000005943",0
"S000005942",0.06
"S000005941",0.765
"S000005940",0
"S000005939",0
"S000005938",0
"S000005937",0.665
"S000005936",0
"S000005935",0
"S000005934",0.085
"S000005933",0.925
"S000005932",0.005
"S000005931",0.995
"S000005930",0
"S000005929",0
"S000005928",0.875
"S000005927",0
"S000005926",0.005
"S000005925",0
"S000005924",0
"S000005923",0.28
"S000005922",0
"S000006205",0
"S000006206",0
"S000006207",0
"S000006208",0
"S000006209",0
"S000006210",0
"S000006211",0
"S000006212",0.02
"S000006213",0
"S000006214",0.985
"S000122558",0.015
"S000006215",0
"S000006217",0
"S000006219",0.005
"S000006220",0.985
"S000006221",0.465
"S000006222",0
"S000006223",0.535
"S000006224",0.145
"S000006225",0
"S000006226",0
"S000006227",0
"S000006228",0.015
"S000006229",0.905
"S000006230",0
"S000006231",0.135
"S000006232",0
"S000006233",0
"S000006234",0
"S000006235",0
"S000006236",0.025
"S000006237",0.995
"S000006238",0.815
"S000006239",0.905
"S000006240",0.64
"S000028425",0.025
"S000006241",0
"S000006244",0
"S000006245",0.79
"S000006246",0
"S000006247",0.08
"S000006249",0.04
"S000006250",0.07
"S000006251",0.545
"S000006252",0.94
"S000006253",0
"S000006255",0
"S000006256",0
"S000006258",0
"S000006259",0.775
"S000006260",0.79
"S000006261",0.005
"S000006262",0
"S000006264",0.725
"S000006265",0
"S000006266",0
"S000006267",0.005
"S000006269",0
"S000006270",0
"S000006271",0.42
"S000006272",0
"S000006273",0.015
"S000006274",0.045
"S000006275",0
"S000006276",0.255
"S000006277",0
"S000006278",0
"S000006279",0.005
"S000006282",0.005
"S000006283",0.01
"S000006285",0.04
"S000006286",0.98
"S000006287",0
"S000006288",0.02
"S000006289",0.87
"S000006290",0.96
"S000006292",0.62
"S000006293",0
"S000006295",0
"S000006297",0
"S000006298",0.96
"S000006299",0
"S000006300",0.02
"S000006301",0
"S000006302",0
"S000006304",0.565
"S000006305",0.035
"S000006307",0.89
"S000006308",0.745
"S000006309",0.815
"S000006310",0.005
"S000006311",0.865
"S000006312",0.915
"S000028590",0.015
"S000006313",0.275
"S000006314",0.92
"S000006315",0
"S000006316",0.955
"S000006317",1
"S000006318",0.005
"S000006319",0
"S000006320",0.02
"S000006321",0
"S000006322",0
"S000006323",0.01
"S000006324",0
"S000006325",0.075
"S000006326",0
"S000006328",0.49
"S000006329",0
"S000006331",0
"S000006332",0
"S000006333",0
"S000006335",0.005
"S000006336",0.065
"S000006337",0.515
"S000006433",0.745
"S000006338",0
"S000006339",0
"S000006341",0.875
"S000006342",0
"S000006343",0.255
"S000006344",0.005
"S000006345",0.06
"S000006347",0.835
"S000006348",0.975
"S000006349",0.005
"S000113589",0.005
"S000006351",0
"S000006352",0
"S000006353",0
"S000006355",0
"S000006356",0
"S000006357",0.005
"S000006358",0
"S000006359",0
"S000006361",0.01
"S000006362",0
"S000006363",0.235
"S000028725",0.035
"S000006364",0
"S000006365",0.89
"S000006366",0.97
"S000006367",0.19
"S000006368",0
"S000006369",0.93
"S000006370",0.535
"S000006371",0
"S000006372",0.715
"S000006373",0.96
"S000028515",0.09
"S000006375",0.005
"S000006376",0.005
"S000006377",0.205
"S000006378",0.025
"S000006379",0.795
"S000006380",0.94
"S000006382",0.99
"S000006383",0
"S000006384",0.97
"S000006385",0.9
"S000006386",0.94
"S000006387",0.97
"S000006388",0
"S000006389",0
"S000006390",0.905
"S000006391",0.985
"S000006392",0.07
"S000006393",0
"S000006394",0.99
"S000006395",0.035
"S000006396",0.015
"S000006397",0
"S000006398",0
"S000006400",0
"S000006402",0.005
"S000006403",0
"S000006404",0
"S000006405",0
