,id,Hermes probability
1702,CAGL0G02123g,0.145
1703,CAGL0G02145g,0.01
1704,CAGL0G02167g,0.915
1705,CAGL0G02189g,0.015
1706,CAGL0G02211g,0.445
1707,CAGL0G02233g,0.96
1708,CAGL0G02255g,0.045
1709,CAGL0G02277g,0.315
1710,CAGL0G02299g,0.95
1711,CAGL0G02321g,0.06
1712,CAGL0G02343g,0.09
1713,CAGL0G02365g,0.16
1714,CAGL0G02387g,0.005
1715,CAGL0G02409g,0.005
1716,CAGL0G02453g,0.035
1717,CAGL0G02475g,1.0
1718,CAGL0G02497g,0.005
1719,CAGL0G02519g,0.02
1720,CAGL0G02535g,0.76
1721,CAGL0G02541g,0.0
1722,CAGL0G02563g,0.91
1723,CAGL0G02585g,0.01
1724,CAGL0G02607g,0.005
1725,CAGL0G02629g,0.115
1726,CAGL0G02651g,0.065
1727,CAGL0G02673g,0.015
1728,CAGL0G02695g,0.005
1729,CAGL0G02717g,0.015
1730,CAGL0G02739g,0.015
1731,CAGL0G02761g,0.315
1732,CAGL0G02783g,0.96
1733,CAGL0G02805g,1.0
1734,CAGL0G02827g,0.01
1735,CAGL0G02849g,0.01
1736,CAGL0G02871g,0.97
1737,CAGL0G02893g,0.915
1738,CAGL0G02915g,0.185
1739,CAGL0G02937g,0.03
1740,CAGL0G02959g,0.015
1741,CAGL0G03003g,0.98
1742,CAGL0G03025g,0.79
1743,CAGL0G03047g,0.275
1744,CAGL0G03069g,0.47
1745,CAGL0G03091g,1.0
1746,CAGL0G03113g,1.0
1747,CAGL0G03135g,0.175
1748,CAGL0G03157g,0.175
1749,CAGL0G03179g,0.055
1750,CAGL0G03201g,0.235
1751,CAGL0G03223g,0.855
1752,CAGL0G03245g,0.54
1753,CAGL0G03267g,0.035
1754,CAGL0G03289g,0.015
1755,CAGL0G03311g,0.99
1756,CAGL0G03333g,0.965
1757,CAGL0G03355g,0.91
1758,CAGL0G03377g,0.95
1759,CAGL0G03399g,0.86
1760,CAGL0G03421g,0.04
1761,CAGL0G03443g,0.02
1762,CAGL0G03465g,0.655
1763,CAGL0G03487g,0.145
1764,CAGL0G03509g,0.075
1765,CAGL0G03531g,0.125
1766,CAGL0G03553g,0.02
1767,CAGL0G03575g,0.775
1768,CAGL0G03597g,0.005
1769,CAGL0G03619g,0.105
1770,CAGL0G03641g,0.015
1771,CAGL0G03663g,0.025
1772,CAGL0G03685g,0.045
1773,CAGL0G03707g,0.005
1774,CAGL0G03729g,0.995
1775,CAGL0G03751g,0.1
1776,CAGL0G03773g,0.005
1777,CAGL0G03795g,0.04
1778,CAGL0G03861g,0.005
1779,CAGL0G03883g,0.105
1780,CAGL0G03905g,0.6
1781,CAGL0G03927g,0.01
1782,CAGL0G03949g,0.015
1783,CAGL0G03971g,0.025
1784,CAGL0G03993g,0.18
1785,CAGL0G04015g,0.995
1786,CAGL0G04037g,0.31
1787,CAGL0G04059g,0.685
1788,CAGL0G04081g,0.0
1789,CAGL0G04103g,0.92
1790,CAGL0G04125g,0.005
1791,CAGL0G04147g,0.12
1792,CAGL0G04169g,0.25
1793,CAGL0G04191g,0.995
1794,CAGL0G04213g,0.025
1795,CAGL0G04279g,0.3
1796,CAGL0G04345g,0.02
1797,CAGL0G04367g,0.995
1798,CAGL0G04389g,0.005
1799,CAGL0G04411g,0.975
1800,CAGL0G04433g,0.005
1801,CAGL0G04455g,0.34
1802,CAGL0G04499g,0.455
1803,CAGL0G04521g,1.0
1804,CAGL0G04543g,0.06
1805,CAGL0G04565g,0.005
1806,CAGL0G04587g,1.0
1807,CAGL0G04609g,0.085
1808,CAGL0G04631g,0.165
1809,CAGL0G04653g,0.985
1810,CAGL0G04675g,0.155
1811,CAGL0G04697g,0.25
1812,CAGL0G04719g,0.3
1813,CAGL0G04741g,0.01
1814,CAGL0G04763g,0.07
1815,CAGL0G04785g,0.145
1816,CAGL0G04807g,0.01
1817,CAGL0G04829g,0.015
1818,CAGL0G04851g,0.26
1819,CAGL0G04873g,0.99
1820,CAGL0G04895g,0.67
1821,CAGL0G04917g,0.98
1822,CAGL0G04939g,0.665
1823,CAGL0G04961g,0.1
1824,CAGL0G04983g,0.765
1825,CAGL0G05005g,0.055
1826,CAGL0G05027g,1.0
1827,CAGL0G05049g,0.58
1828,CAGL0G05071g,0.835
1829,CAGL0G05093g,0.025
1830,CAGL0G05115g,0.045
1831,CAGL0G05159g,0.11
1832,CAGL0G05181g,0.26
1833,CAGL0G05203g,0.03
1834,CAGL0G05225g,0.075
1835,CAGL0G05247g,0.06
1836,CAGL0G05269g,0.085
1837,CAGL0G05291g,0.075
1838,CAGL0G05313g,0.07
1839,CAGL0G05329g,0.45
1840,CAGL0G05335g,0.245
1841,CAGL0G05357g,0.02
1842,CAGL0G05379g,0.065
1843,CAGL0G05401g,0.225
1844,CAGL0G05423g,0.015
1845,CAGL0G05445g,0.01
1846,CAGL0G05467g,0.055
1847,CAGL0G05489g,0.37
1848,CAGL0G05511g,0.46
1849,CAGL0G05522g,0.005
1850,CAGL0G05544g,0.11
1851,CAGL0G05566g,0.035
1852,CAGL0G05588g,0.485
1853,CAGL0G05610g,0.01
1854,CAGL0G05632g,0.01
1855,CAGL0G05654g,0.975
1856,CAGL0G05676g,0.455
1857,CAGL0G05698g,0.015
1858,CAGL0G05720g,0.425
1859,CAGL0G05742g,0.01
1860,CAGL0G05764g,0.085
1861,CAGL0G05786g,0.05
1862,CAGL0G05808g,0.34
1863,CAGL0G05830g,0.03
1864,CAGL0G05852g,0.81
1865,CAGL0G05874g,0.995
1866,CAGL0G05896g,0.895
1867,CAGL0G05918g,0.02
1868,CAGL0G05940g,0.41
1869,CAGL0G05962g,0.015
1870,CAGL0G05984g,0.155
1871,CAGL0G06006g,0.085
1872,CAGL0G06028g,0.01
1873,CAGL0G06050g,0.445
1874,CAGL0G06072g,0.065
1875,CAGL0G06094g,0.045
1876,CAGL0G06116g,0.155
1877,CAGL0G06138g,0.0
1878,CAGL0G06160g,0.055
1879,CAGL0G06182g,0.01
1880,CAGL0G06226g,0.95
1881,CAGL0G06248g,0.995
1882,CAGL0G06270g,0.885
1883,CAGL0G06292g,0.23
1884,CAGL0G06314g,0.085
1885,CAGL0G06336g,0.0
1886,CAGL0G06358g,0.03
1887,CAGL0G06380g,0.005
1888,CAGL0G06402g,0.03
1889,CAGL0G06424g,0.015
1890,CAGL0G06446g,0.015
1891,CAGL0G06468g,0.005
1892,CAGL0G06490g,0.995
1893,CAGL0G06556g,0.025
1894,CAGL0G06578g,0.455
1895,CAGL0G06600g,0.19
1896,CAGL0G06622g,0.095
1897,CAGL0G06644g,0.295
1898,CAGL0G06666g,0.98
1899,CAGL0G06688g,0.025
1900,CAGL0G06710g,0.015
1901,CAGL0G06732g,0.01
1902,CAGL0G06754g,0.235
1903,CAGL0G06776g,0.04
1904,CAGL0G06798g,0.115
1905,CAGL0G06820g,0.01
1906,CAGL0G06842g,0.08
1907,CAGL0G06864g,0.16
1908,CAGL0G06886g,0.16
1909,CAGL0G06908g,1.0
1910,CAGL0G06930g,0.115
1911,CAGL0G06952g,0.335
1912,CAGL0G06974g,0.995
1913,CAGL0G06996g,0.475
1914,CAGL0G07018g,0.01
1915,CAGL0G07040g,0.02
1916,CAGL0G07062g,0.88
1917,CAGL0G07084g,0.22
1918,CAGL0G07106g,0.26
1919,CAGL0G07128g,0.7
1920,CAGL0G07175g,0.025
1921,CAGL0G07188g,0.145
1922,CAGL0G07205g,0.035
1923,CAGL0G07227g,0.705
1924,CAGL0G07249g,0.005
1925,CAGL0G07271g,0.0
1926,CAGL0G07293g,0.03
1927,CAGL0G07315g,0.035
1928,CAGL0G07337g,0.22
1929,CAGL0G07359g,0.965
1930,CAGL0G07381g,0.68
1931,CAGL0G07403g,0.255
1932,CAGL0G07425g,0.61
1933,CAGL0G07447g,0.04
1934,CAGL0G07469g,0.915
1935,CAGL0G07491g,0.0
1936,CAGL0G07513g,0.345
1937,CAGL0G07529g,0.165
1938,CAGL0G07535g,0.995
1939,CAGL0G07557g,0.775
1940,CAGL0G07579g,0.105
1941,CAGL0G07601g,0.0
1942,CAGL0G07623g,0.02
1943,CAGL0G07645g,0.01
1944,CAGL0G07667g,0.0
1945,CAGL0G07689g,0.01
1946,CAGL0G07711g,0.065
1947,CAGL0G07733g,0.26
1948,CAGL0G07755g,0.7
1949,CAGL0G07777g,0.04
1950,CAGL0G07799g,0.1
1951,CAGL0G07821g,0.02
1952,CAGL0G07843g,0.96
1953,CAGL0G07865g,0.36
1954,CAGL0G07881g,0.18
1955,CAGL0G07887g,0.28
1956,CAGL0G07909g,0.995
1957,CAGL0G07931g,0.36
1958,CAGL0G07953g,0.07
1959,CAGL0G07975g,1.0
1960,CAGL0G07997g,0.015
1961,CAGL0G08019g,0.025
1962,CAGL0G08041g,0.655
1963,CAGL0G08063g,0.015
1964,CAGL0G08085g,0.055
1965,CAGL0G08107g,0.26
1966,CAGL0G08129g,0.095
1967,CAGL0G08151g,0.145
1968,CAGL0G08173g,0.39
1969,CAGL0G08195g,0.735
1970,CAGL0G08217g,0.055
1971,CAGL0G08228g,0.03
1972,CAGL0G08250g,0.345
1973,CAGL0G08272g,0.96
1974,CAGL0G08294g,0.45
1975,CAGL0G08316g,0.955
1976,CAGL0G08338g,0.175
1977,CAGL0G08360g,0.99
1978,CAGL0G08382g,0.91
1979,CAGL0G08404g,0.615
1980,CAGL0G08426g,0.15
1981,CAGL0G08448g,0.01
1982,CAGL0G08470g,0.89
1983,CAGL0G08492g,0.835
1984,CAGL0G08558g,0.675
1985,CAGL0G08602g,0.0
1986,CAGL0G08624g,0.005
1987,CAGL0G08646g,0.095
1988,CAGL0G08668g,0.025
1989,CAGL0G08690g,0.075
1990,CAGL0G08712g,0.02
1991,CAGL0G08734g,0.01
1992,CAGL0G08756g,0.955
1993,CAGL0G08778g,0.1
1994,CAGL0G08800g,0.895
1995,CAGL0G08822g,0.995
1996,CAGL0G08844g,0.205
1997,CAGL0G08866g,0.075
1998,CAGL0G08888g,0.955
1999,CAGL0G08910g,0.01
2000,CAGL0G08932g,0.085
2001,CAGL0G08954g,0.005
2002,CAGL0G09020g,0.005
2003,CAGL0G09042g,0.18
2004,CAGL0G09064g,0.025
2005,CAGL0G09086g,0.565
2006,CAGL0G09108g,0.985
2007,CAGL0G09119g,0.01
2008,CAGL0G09130g,0.49
2009,CAGL0G09152g,0.065
2010,CAGL0G09174g,0.44
2011,CAGL0G09196g,0.55
2012,CAGL0G09218g,0.195
2013,CAGL0G09229g,0.645
2014,CAGL0G09251g,0.04
2015,CAGL0G09262g,0.815
2016,CAGL0G09273g,0.025
2017,CAGL0G09295g,0.32
2018,CAGL0G09317g,0.965
2019,CAGL0G09339g,0.125
2020,CAGL0G09361g,0.265
2021,CAGL0G09383g,1.0
2022,CAGL0G09449g,0.03
2023,CAGL0G09493g,0.91
2024,CAGL0G09515g,0.0
2025,CAGL0G09537g,0.02
2026,CAGL0G09559g,0.015
2027,CAGL0G09581g,0.005
2028,CAGL0G09603g,0.205
2029,CAGL0G09625g,0.055
2030,CAGL0G09647g,0.01
2031,CAGL0G09669g,0.785
2032,CAGL0G09691g,0.665
2033,CAGL0G09713g,1.0
2034,CAGL0G09735g,0.77
2035,CAGL0G09757g,0.015
2036,CAGL0G09779g,0.455
2037,CAGL0G09801g,1.0
2038,CAGL0G09823g,0.825
2039,CAGL0G09845g,1.0
2040,CAGL0G09867g,0.115
2041,CAGL0G09889g,0.985
2042,CAGL0G09911g,0.33
2043,CAGL0G09933g,0.97
2044,CAGL0G09955g,0.875
2045,CAGL0G09977g,0.01
2046,CAGL0G09999g,0.01
2047,CAGL0G10021g,0.905
2048,CAGL0G10043g,0.74
2049,CAGL0G10065g,0.025
2050,CAGL0G10087g,0.03
2051,CAGL0G10109g,0.815
2052,CAGL0G10131g,0.035
2053,CAGL0G10153g,0.2
2054,CAGL0G10175g,0.185
2055,CAGL0G10197g,0.405
2056,CAGL0G10219g,0.885
2057,CAGL0H00110g,0.995
2058,CAGL0H00121g,0.2
2059,CAGL0H00143g,0.815
2060,CAGL0H00220g,0.995
2061,CAGL0H00242g,0.985
2062,CAGL0H00264g,0.995
2063,CAGL0H00286g,0.04
2064,CAGL0H00308g,0.355
2065,CAGL0H00330g,0.09
2066,CAGL0H00352g,0.035
2067,CAGL0H00374g,0.145
2068,CAGL0H00396g,0.13
2069,CAGL0H00418g,0.005
2070,CAGL0H00440g,0.005
2071,CAGL0H00462g,0.935
2072,CAGL0H00484g,0.835
2073,CAGL0H00506g,0.105
2074,CAGL0H00528g,0.04
2075,CAGL0H00550g,0.46
2076,CAGL0H00572g,0.005
2077,CAGL0H00594g,0.995
2078,CAGL0H00616g,0.86
2079,CAGL0H00638g,0.92
2080,CAGL0H00660g,0.96
2081,CAGL0H00682g,0.01
2082,CAGL0H00704g,0.01
2083,CAGL0H00737g,0.045
2084,CAGL0H00759g,0.05
2085,CAGL0H00781g,0.025
2086,CAGL0H00803g,0.135
2087,CAGL0H00825g,0.2
2088,CAGL0H00847g,0.89
2089,CAGL0H00869g,0.995
2090,CAGL0H00891g,1.0
2091,CAGL0H00913g,0.74
2092,CAGL0H00935g,0.685
2093,CAGL0H00957g,0.955
2094,CAGL0H00979g,0.015
2095,CAGL0H01001g,1.0
2096,CAGL0H01023g,0.31
2097,CAGL0H01045g,0.36
2098,CAGL0H01067g,0.99
2099,CAGL0H01089g,0.065
2100,CAGL0H01111g,0.07
2101,CAGL0H01144g,0.105
2102,CAGL0H01177g,0.03
2103,CAGL0H01199g,0.0
2104,CAGL0H01221g,0.995
2105,CAGL0H01243g,0.01
2106,CAGL0H01265g,0.965
2107,CAGL0H01287g,0.25
2108,CAGL0H01309g,0.08
2109,CAGL0H01331g,0.745
2110,CAGL0H01353g,0.015
2111,CAGL0H01375g,0.02
2112,CAGL0H01397g,0.01
2113,CAGL0H01419g,1.0
2114,CAGL0H01441g,0.995
2115,CAGL0H01463g,0.975
2116,CAGL0H01485g,0.575
2117,CAGL0H01507g,0.68
2118,CAGL0H01529g,0.02
2119,CAGL0H01551g,0.985
2120,CAGL0H01573g,0.85
2121,CAGL0H01595g,1.0
2122,CAGL0H01606g,0.815
2123,CAGL0H01617g,0.07
2124,CAGL0H01639g,0.01
2125,CAGL0H01661g,0.96
2126,CAGL0H01683g,0.015
2127,CAGL0H01705g,0.035
2128,CAGL0H01727g,0.015
2129,CAGL0H01749g,0.185
2130,CAGL0H01771g,0.025
2131,CAGL0H01793g,0.05
2132,CAGL0H01815g,0.425
2133,CAGL0H01837g,0.0
2134,CAGL0H01859g,0.305
2135,CAGL0H01881g,0.9
2136,CAGL0H01947g,0.84
2137,CAGL0H02035g,0.255
2138,CAGL0H02057g,0.985
2139,CAGL0H02079g,0.975
2140,CAGL0H02101g,0.58
2141,CAGL0H02123g,0.37
2142,CAGL0H02145g,0.08
2143,CAGL0H02167g,0.975
2144,CAGL0H02189g,0.995
2145,CAGL0H02211g,0.995
2146,CAGL0H02233g,0.495
2147,CAGL0H02255g,0.005
2148,CAGL0H02277g,0.075
2149,CAGL0H02299g,0.025
2150,CAGL0H02321g,0.09
2151,CAGL0H02343g,0.065
2152,CAGL0H02365g,0.0
2153,CAGL0H02387g,0.0
2154,CAGL0H02409g,1.0
2155,CAGL0H02431g,0.305
2156,CAGL0H02453g,0.02
2157,CAGL0H02475g,0.12
2158,CAGL0H02491g,0.305
2159,CAGL0H02497g,0.02
2160,CAGL0H02519g,0.01
2161,CAGL0H02541g,0.23
2162,CAGL0H02563g,0.06
2163,CAGL0H02585g,0.065
2164,CAGL0H02607g,0.685
2165,CAGL0H02651g,0.09
2166,CAGL0H02673g,0.73
2167,CAGL0H02695g,0.21
2168,CAGL0H02717g,0.035
2169,CAGL0H02739g,0.985
2170,CAGL0H02783g,0.98
2171,CAGL0H02805g,0.995
2172,CAGL0H02827g,0.26
2173,CAGL0H02849g,0.885
2174,CAGL0H02871g,0.235
2175,CAGL0H02893g,0.01
2176,CAGL0H02937g,1.0
2177,CAGL0H02959g,0.0
2178,CAGL0H03003g,0.18
2179,CAGL0H03025g,0.075
2180,CAGL0H03047g,0.975
2181,CAGL0H03069g,1.0
2182,CAGL0H03091g,0.72
2183,CAGL0H03113g,0.665
2184,CAGL0H03135g,0.45
2185,CAGL0H03157g,1.0
2186,CAGL0H03179g,0.92
2187,CAGL0H03201g,0.885
2188,CAGL0H03223g,0.73
2189,CAGL0H03245g,0.25
2190,CAGL0H03267g,1.0
2191,CAGL0H03289g,0.115
2192,CAGL0H03311g,0.145
2193,CAGL0H03333g,0.485
2194,CAGL0H03355g,0.36
2195,CAGL0H03377g,0.105
2196,CAGL0H03399g,0.005
2197,CAGL0H03421g,0.65
2198,CAGL0H03443g,0.025
2199,CAGL0H03465g,0.49
2200,CAGL0H03487g,0.955
2201,CAGL0H03509g,0.155
2202,CAGL0H03531g,0.035
2203,CAGL0H03553g,0.045
2204,CAGL0H03575g,0.01
2205,CAGL0H03597g,0.07
2206,CAGL0H03619g,0.015
2207,CAGL0H03641g,0.005
2208,CAGL0H03663g,0.395
2209,CAGL0H03685g,0.74
2210,CAGL0H03707g,0.01
2211,CAGL0H03729g,0.025
2212,CAGL0H03751g,0.0
2213,CAGL0H03773g,1.0
2214,CAGL0H03795g,0.225
2215,CAGL0H03817g,0.49
2216,CAGL0H03839g,0.96
2217,CAGL0H03861g,0.19
2218,CAGL0H03883g,0.005
2219,CAGL0H03905g,0.025
2220,CAGL0H03927g,0.06
2221,CAGL0H03938g,0.985
2222,CAGL0H03949g,0.62
2223,CAGL0H03971g,0.065
2224,CAGL0H03993g,0.035
2225,CAGL0H04015g,0.915
2226,CAGL0H04037g,0.025
2227,CAGL0H04059g,0.02
2228,CAGL0H04081g,0.86
2229,CAGL0H04103g,0.0
2230,CAGL0H04125g,0.3
2231,CAGL0H04147g,0.045
2232,CAGL0H04169g,0.525
2233,CAGL0H04191g,0.31
2234,CAGL0H04213g,0.06
2235,CAGL0H04235g,0.06
2236,CAGL0H04257g,0.985
2237,CAGL0H04279g,0.94
2238,CAGL0H04301g,0.05
2239,CAGL0H04323g,0.025
2240,CAGL0H04345g,0.93
2241,CAGL0H04367g,0.06
2242,CAGL0H04389g,0.35
2243,CAGL0H04411g,1.0
2244,CAGL0H04455g,0.065
2245,CAGL0H04477g,0.23
2246,CAGL0H04499g,0.11
2247,CAGL0H04521g,0.77
2248,CAGL0H04543g,0.335
2249,CAGL0H04565g,0.14
2250,CAGL0H04587g,0.02
2251,CAGL0H04609g,0.125
2252,CAGL0H04631g,0.37
2253,CAGL0H04653g,0.18
2254,CAGL0H04675g,0.16
2255,CAGL0H04691g,0.03
2256,CAGL0H04697g,0.965
2257,CAGL0H04719g,0.07
2258,CAGL0H04741g,0.17
2259,CAGL0H04763g,0.05
2260,CAGL0H04785g,0.025
2261,CAGL0H04807g,0.205
2262,CAGL0H04829g,0.765
2263,CAGL0H04851g,0.02
2264,CAGL0H04873g,0.025
2265,CAGL0H04895g,0.025
2266,CAGL0H04917g,0.04
2267,CAGL0H04939g,0.02
2268,CAGL0H04961g,1.0
2269,CAGL0H04983g,0.02
2270,CAGL0H05005g,0.045
2271,CAGL0H05027g,0.59
2272,CAGL0H05049g,0.125
2273,CAGL0H05071g,0.975
2274,CAGL0H05093g,0.91
2275,CAGL0H05115g,0.03
2276,CAGL0H05137g,0.0
2277,CAGL0H05159g,0.975
2278,CAGL0H05181g,0.025
2279,CAGL0H05203g,0.005
2280,CAGL0H05225g,0.035
2281,CAGL0H05247g,0.1
2282,CAGL0H05269g,0.685
2283,CAGL0H05291g,0.115
2284,CAGL0H05313g,0.015
2285,CAGL0H05335g,0.04
2286,CAGL0H05357g,0.015
2287,CAGL0H05379g,0.885
2288,CAGL0H05401g,0.075
2289,CAGL0H05423g,0.03
2290,CAGL0H05445g,0.655
2291,CAGL0H05489g,0.015
2292,CAGL0H05511g,0.005
2293,CAGL0H05533g,1.0
2294,CAGL0H05555g,0.995
2295,CAGL0H05577g,0.905
2296,CAGL0H05599g,0.455
2297,CAGL0H05621g,0.0
2298,CAGL0H05643g,0.285
2299,CAGL0H05665g,0.025
2300,CAGL0H05687g,0.0
2301,CAGL0H05709g,0.98
2302,CAGL0H05731g,0.905
2303,CAGL0H05753g,0.075
2304,CAGL0H05764g,0.475
2305,CAGL0H05775g,0.075
2306,CAGL0H05797g,0.835
2307,CAGL0H05819g,0.035
2308,CAGL0H05841g,0.125
2309,CAGL0H05863g,0.89
2310,CAGL0H05885g,0.53
2311,CAGL0H05907g,0.175
2312,CAGL0H05929g,0.02
2313,CAGL0H05951g,0.01
2314,CAGL0H05973g,0.665
2315,CAGL0H05995g,0.82
2316,CAGL0H06017g,0.035
2317,CAGL0H06039g,0.045
2318,CAGL0H06105g,0.01
2319,CAGL0H06127g,0.09
2320,CAGL0H06149g,0.435
2321,CAGL0H06171g,0.67
2322,CAGL0H06193g,0.405
2323,CAGL0H06215g,0.05
2324,CAGL0H06237g,0.005
2325,CAGL0H06259g,0.48
2326,CAGL0H06281g,0.505
2327,CAGL0H06303g,0.04
2328,CAGL0H06325g,0.01
2329,CAGL0H06347g,0.005
2330,CAGL0H06369g,0.02
2331,CAGL0H06391g,0.385
2332,CAGL0H06413g,0.01
2333,CAGL0H06435g,0.01
2334,CAGL0H06457g,0.0
2335,CAGL0H06479g,0.005
2336,CAGL0H06501g,0.135
2337,CAGL0H06523g,0.015
2338,CAGL0H06545g,0.0
2339,CAGL0H06567g,0.985
2340,CAGL0H06589g,1.0
2341,CAGL0H06611g,0.04
2342,CAGL0H06622g,0.39
2343,CAGL0H06633g,0.11
2344,CAGL0H06655g,0.01
2345,CAGL0H06677g,0.0
2346,CAGL0H06699g,0.13
2347,CAGL0H06721g,0.125
2348,CAGL0H06732g,0.155
2349,CAGL0H06743g,0.005
2350,CAGL0H06765g,0.05
2351,CAGL0H06787g,0.02
2352,CAGL0H06809g,0.025
2353,CAGL0H06831g,0.015
2354,CAGL0H06853g,0.0
2355,CAGL0H06875g,0.005
2356,CAGL0H06897g,0.915
2357,CAGL0H06919g,0.985
2358,CAGL0H06941g,0.015
2359,CAGL0H06963g,0.03
2360,CAGL0H06985g,0.97
2361,CAGL0H07007g,0.805
2362,CAGL0H07023g,0.375
2363,CAGL0H07029g,0.1
2364,CAGL0H07051g,0.065
2365,CAGL0H07073g,0.815
2366,CAGL0H07095g,0.18
2367,CAGL0H07117g,0.27
2368,CAGL0H07139g,1.0
2369,CAGL0H07161g,0.125
2370,CAGL0H07183g,0.995
2371,CAGL0H07205g,0.705
2372,CAGL0H07227g,0.025
2373,CAGL0H07249g,1.0
2374,CAGL0H07271g,0.95
2375,CAGL0H07293g,0.01
2376,CAGL0H07315g,0.07
2377,CAGL0H07337g,0.1
2378,CAGL0H07359g,0.05
2379,CAGL0H07381g,0.01
2380,CAGL0H07403g,0.0
2381,CAGL0H07425g,0.995
2382,CAGL0H07447g,0.795
2383,CAGL0H07469g,0.035
2384,CAGL0H07491g,0.02
2385,CAGL0H07513g,1.0
2386,CAGL0H07535g,0.995
2387,CAGL0H07557g,0.0
2388,CAGL0H07579g,0.005
2389,CAGL0H07601g,0.155
2390,CAGL0H07623g,0.095
2391,CAGL0H07645g,0.035
2392,CAGL0H07667g,0.025
2393,CAGL0H07689g,0.485
2394,CAGL0H07711g,0.035
2395,CAGL0H07733g,0.09
2396,CAGL0H07755g,0.03
2397,CAGL0H07777g,0.02
2398,CAGL0H07799g,1.0
2399,CAGL0H07821g,0.995
2400,CAGL0H07843g,0.13
2401,CAGL0H07865g,0.005
2402,CAGL0H07887g,0.02
2403,CAGL0H07909g,0.91
2404,CAGL0H07931g,1.0
2405,CAGL0H07953g,0.01
2406,CAGL0H07975g,0.0
2407,CAGL0H07997g,0.03
2408,CAGL0H08019g,0.77
2409,CAGL0H08041g,0.345
2410,CAGL0H08063g,0.875
2411,CAGL0H08085g,0.935
2412,CAGL0H08107g,0.0
2413,CAGL0H08129g,0.005
2414,CAGL0H08173g,0.03
2415,CAGL0H08195g,0.005
2416,CAGL0H08217g,1.0
2417,CAGL0H08239g,0.965
2418,CAGL0H08261g,0.215
2419,CAGL0H08283g,0.875
2420,CAGL0H08305g,0.0
2421,CAGL0H08327g,0.985
2422,CAGL0H08349g,0.025
2423,CAGL0H08371g,0.745
2424,CAGL0H08393g,0.005
2425,CAGL0H08415g,0.55
2426,CAGL0H08437g,0.16
2427,CAGL0H08459g,0.095
2428,CAGL0H08481g,0.005
2429,CAGL0H08503g,0.01
2430,CAGL0H08525g,0.01
2431,CAGL0H08541g,0.205
2432,CAGL0H08547g,0.005
2433,CAGL0H08558g,0.025
2434,CAGL0H08580g,0.995
2435,CAGL0H08602g,0.07
2436,CAGL0H08624g,0.005
2437,CAGL0H08690g,0.03
2438,CAGL0H08712g,0.01
2439,CAGL0H08734g,0.295
2440,CAGL0H08756g,0.235
2441,CAGL0H08778g,0.015
2442,CAGL0H08800g,0.865
2443,CAGL0H08822g,0.0
2444,CAGL0H08844g,0.025
2445,CAGL0H08866g,0.005
2446,CAGL0H08888g,0.025
2447,CAGL0H08910g,0.17
2448,CAGL0H08932g,1.0
2449,CAGL0H08954g,0.025
2450,CAGL0H08976g,0.725
2451,CAGL0H08998g,0.005
2452,CAGL0H09020g,0.535
2453,CAGL0H09042g,0.0
2454,CAGL0H09064g,0.405
2455,CAGL0H09086g,0.01
2456,CAGL0H09108g,0.0
2457,CAGL0H09130g,0.0
2458,CAGL0H09152g,0.03
2459,CAGL0H09174g,0.015
2460,CAGL0H09196g,0.07
2461,CAGL0H09218g,0.02
2462,CAGL0H09240g,0.04
2463,CAGL0H09262g,0.005
2464,CAGL0H09306g,0.04
2465,CAGL0H09328g,0.055
2466,CAGL0H09350g,0.005
2467,CAGL0H09372g,0.965
2468,CAGL0H09394g,0.01
2469,CAGL0H09416g,0.005
2470,CAGL0H09438g,1.0
2471,CAGL0H09460g,0.0
2472,CAGL0H09482g,0.025
2473,CAGL0H09504g,0.995
2474,CAGL0H09526g,0.915
2475,CAGL0H09548g,0.505
2476,CAGL0H09592g,0.405
2477,CAGL0H09614g,0.525
2478,CAGL0H09636g,0.065
2479,CAGL0H09658g,0.975
2480,CAGL0H09680g,0.01
2481,CAGL0H09702g,0.53
2482,CAGL0H09724g,0.705
2483,CAGL0H09746g,0.01
2484,CAGL0H09768g,0.06
2485,CAGL0H09812g,0.025
2486,CAGL0H09834g,0.325
2487,CAGL0H09856g,0.03
2488,CAGL0H09878g,0.435
2489,CAGL0H09922g,0.21
2490,CAGL0H09944g,0.0
2491,CAGL0H09966g,0.01
2492,CAGL0H09988g,0.02
2493,CAGL0H10010g,0.005
2494,CAGL0H10032g,0.08
2495,CAGL0H10054g,0.025
2496,CAGL0H10076g,0.005
2497,CAGL0H10098g,0.755
2498,CAGL0H10120g,0.025
2499,CAGL0H10142g,0.01
2500,CAGL0H10164g,0.015
2501,CAGL0H10186g,0.02
2502,CAGL0H10202g,0.975
2503,CAGL0H10208g,0.01
2504,CAGL0H10230g,0.99
2505,CAGL0H10252g,0.615
2506,CAGL0H10274g,0.015
2507,CAGL0H10296g,0.025
2508,CAGL0H10318g,0.99
2509,CAGL0H10340g,0.015
2510,CAGL0H10362g,0.02
2511,CAGL0H10384g,0.975
2512,CAGL0H10406g,0.0
2513,CAGL0H10428g,0.005
2514,CAGL0H10450g,0.005
2515,CAGL0H10472g,0.04
2516,CAGL0H10494g,0.965
2517,CAGL0H10516g,0.0
2518,CAGL0H10538g,0.01
2519,CAGL0H10560g,0.025
2520,CAGL0H10582g,0.025
2521,CAGL0H10604g,0.01
2522,CAGL0H10626g,1.0
2523,CAGL0I00105g,0.405
